"SPECIE","SPECIE_NAME"
"M_m02578c","NH3"
"M_m02445c","maltodecaose"
"M_valleuphe_c","Valyl-Leucyl-Phenylalanine"
"M_tiggly_c","Tiglyl Glycine"
"M_asnphecys_c","Asparaginyl-Phenylalanyl-Cysteine"
"M_m01115c","5-methyl-THF"
"M_am1c9cs_c","AM1c9 (cyclosporine)"
"M_m01248c","A2PE-H2"
"M_leugly_c","Leucyl-Glycine"
"M_m02312g","keratan sulfate II biosynthesis, precursor 8"
"M_m02444c","malonyl-CoA"
"M_m00047c","(2E)-heptenoyl-[ACP]"
"M_m02577c","NG,NG-dimethyl-L-arginine"
"M_Ser_Thr_g","Protein-Linked Serine Or Threonine Residue (O-Glycosylation Site)"
"M_m01245c","9-O-acetylated-GT3"
"M_m01112c","5-methoxyindoleacetate"
"M_m01378c","benzo[a]pyrene-7,8-oxide"
"M_pcholhep_hs_c","1-Heptadecanoylglycerophosphocholine"
"M_m02311g","keratan sulfate II biosynthesis, precursor 7"
"M_m02443c","malonyl-carnitin"
"M_m02576c","N-formylmethionyl-tRNA"
"M_fvsgluc_r","fluvstatin-glucuronide"
"M_m01113c","5-methoxytryptophol"
"M_m01246c","9-peroxy-(5Z,7E,11Z,14Z)-eicosatetraenoate"
"M_m01379c","benzo[a]pyrene-9,10-oxide"
"M_m00048m","(2E)-heptenoyl-CoA"
"M_m02310g","keratan sulfate II biosynthesis, precursor 6"
"M_m00045c","(2E)-heptadecenoyl-[ACP]"
"M_m02442c","malonyl-[ACP]"
"M_m02575c","N-formyl-GAR"
"M_m01243c","9-hydroxyoctadecadienoate"
"M_m01110c","5-hydroxytryptophol"
"M_m01376c","benzo[a]pyrene-7,8-dihydrodiol-9,10-oxide"
"M_m00178c","(S)-3-hydroxytetradecanoyl-CoA"
"M_m01111s","5-L-gamma-glutamyl"
"M_m02574c","N-formimino-L-glutamate"
"M_m02441c","malonic-dialdehyde"
"M_m01244c","9-O-acetylated-GD3"
"M_m01377c","benzo[a]pyrene-7,8-diol"
"M_m00046m","(2E)-heptadecenoyl-CoA"
"M_m00179c","(S)-3-sulfolactate"
"M_m00043c","(2E)-eicosenoyl-CoA"
"M_m02573c","neurotensin"
"M_m00176m","(S)-3-hydroxyoleyleoyl-CoA"
"M_argargmet_c","Arginyl-Arginyl-Metheonine"
"M_m01241c","9-hydroxybenzo[a]pyrene"
"M_m01374c","benzo[a]pyrene"
"M_HC02098_c","3-Hydroxystearoyl-ACP"
"M_m02440c","malonate"
"M_am19cs_c","AM19 (cyclosporine)"
"M_sphmyln18115_hs_c","Sm (D18:1/15:0), Sphingomyelin"
"M_m00044c","(2E)-heneicosenoyl-CoA"
"M_phelyspro_c","Phenylalanyl-Lysyl-Proline"
"M_atvlacgluc_r","atorvastatin-lactone-ether-glucuronide / G3"
"M_protrplys_c","Prolyl-Tryptophanyl-Lysine"
"M_m01242c","9-hydroxybenzo[a]pyrene-4,5-oxide"
"M_m01375c","benzo[a]pyrene-4,5-oxide"
"M_CE5161_c","3(S)-Hydroxy-Cis-9-Octadecenoyl Coenzyme A"
"M_m00177c","(S)-3-hydroxypalmitoleoyl-CoA"
"M_m02572c","neurotensin 11-13"
"M_m00174c","(S)-3-hydroxydodecanoyl-CoA"
"M_magole_hs_s","1-Oleoylglycerol"
"M_m01372c","azelaic acid"
"M_sebacid_c","Sebacicacid"
"M_m00041c","(2E)-dodecenoyl-[ACP]"
"M_m02571c","neurotensin 1-10"
"M_band_c","Band Membrane Protein (Universal, Erythrocyte --> 2.1,3,4.1)"
"M_lnlcACP_c","Linoleic Acid ACP (All Cis)"
"M_m00175m","(S)-3-hydroxyhexadecanoyl-CoA"
"M_argcysser_c","Arginyl-Cystinyl-Serine"
"M_m01240c","9-hydroxy-10-O-D-glucuronoside-(12Z)-octadecenoate"
"M_m01373c","behenic acid"
"M_m03029c","trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA"
"M_m02570c","neuromedin N"
"M_m00042c","(2E)-dodecenoyl-CoA"
"M_glyc2p_c","Glycerol 2-Phosphate"
"M_m03028p","trans-2-all-cis-6,9,12,15,18-tetracosahexaenoyl-CoA"
"M_m00172m","(S)-3-hydroxy-7-hexadecenoyl-CoA"
"M_m01370c","aspartate"
"M_tyrargser_c","Tyrosyl-Arginyl-Serine"
"M_m02929c","sphingosine"
"M_mqn9_c","Menaquinone-9"
"M_m03027p","trans-2,3-dehydropristanoyl-CoA"
"M_csa_c","cyclosporine"
"M_m00173m","(S)-3-hydroxybutyryl-CoA"
"M_m01371c","ATP"
"M_6hlvst_c","6'-beta-hydroxy-lovastatin lactone form"
"M_m02928c","sphinganine-1-phosphate"
"M_m00040c","(2E)-docosenoyl-CoA"
"M_m01729c","dodecanoylcarnitine"
"M_noncoa_m","Nonanoyl Coenzyme A"
"M_phephe_c","Phenylalanyl-Phenylalanine"
"M_phacgly_c","Phenylacetylglycine_phacgly"
"M_m00170m","(S)-3-hydroxy-11-cis-octadecenoyl-CoA"
"M_glumet_c","Glutamyl-Methionine"
"M_m02927c","sphinganine"
"M_m03159c","phylloquinol"
"M_HC02097_c","3-Oxostearoyl-ACP"
"M_m03026c","trans,trans,cis-geranyl-geranyl-pp"
"M_m03025m","trans,cis-octadeca-2,9-dienoyl-CoA"
"M_m01728c","dodecanoyl-[ACP]"
"M_docohexcoa_m","2,4,7,10,13,16-Docosahexenoyl Coenzyme A"
"M_m00171m","(S)-3-hydroxy-2-methylbutyryl-CoA"
"M_m02926c","spermine"
"M_m03158c","zymosterol"
"M_m01727c","docosenoylcarnitine"
"M_m03024m","trans,cis-octadeca-2,11-dienoyl-CoA"
"M_psyltdechol_s","Psyllium-Taurodeoxycholic Acid Complex"
"M_m00528c","1D-myo-inositol-3,4-bisphosphate"
"M_m02925c","spermine monoaldehyde"
"M_m03157c","zinc"
"M_sphmyln18117_hs_c","Sm (D18:1/17:0), Sphingomyelin"
"M_adpac_c","Adipic Acid"
"M_ca3s_c","Cholic acid 3-sulfate"
"M_m03023m","trans,cis-myristo-2,7-dienoyl-CoA"
"M_m01859c","fucgalfucgalacglcgalgluside heparan sulfate"
"M_m01726c","docosenoylcarnitine(11)"
"M_m03156g","Xyl-L-Ser-[protein]"
"M_m00529c","1D-myo-inositol-3-phosphate"
"M_3h3mglt_c","3-Hydroxy-3-Methyl-Glutarate"
"M_m02924c","spermine dialdehyde"
"M_m03022m","trans,cis-myristo-2,5-dienoyl-CoA"
"M_m01725c","docosanoyl-CoA"
"M_m01858g","fucgalacglc13galacglcgal14acglcgalgluside heparan sulfate"
"M_m03155c","xylitol"
"M_m00659c","2-methoxyestradiol-17beta"
"M_m02923c","spermidine"
"M_m00526c","1D-myo-inositol-1,4-bisphosphate"
"M_argvaltrp_c","Arginyl-Valyl-Tryptophan"
"M_m03021m","trans,cis-lauro-2,6-dienoyl-CoA"
"M_m01724c","docosanoylcarnitine"
"M_m01857g","fucgalacgalfucgalacglcgal14acglcgalgluside heparan sulfate"
"M_m03154c","XTP"
"M_hexdtr_c","(Z,Z,Z)-7,10,13-Hexadecatrienoic Acid"
"M_m00527c","1D-myo-inositol-3,4,5,6-tetrakisphosphate"
"M_m02922c","spermidine monoaldehyde 2"
"M_m02089g","heparan sulfate, precursor 3"
"M_m00657m","2-methoxy-6-(all-trans-decaprenyl)phenol"
"M_m01723c","docosahexaenoylcarnitine"
"M_m01989c","glycodeoxycholate"
"M_m03020m","trans,cis-hexadeca-2,9-dienoyl-CoA"
"M_m03153c","ximenic acid"
"M_iletrptyr_c","Isolecyl-Tryptophanyl-Tyrosine"
"M_m01856g","fucfucgalacglcgalacglcgal14acglcgalgluside heparan sulfate"
"M_m00524c","1D-myo-inositol-1,3,4-trisphosphate"
"M_m02088g","heparan sulfate, precursor 2"
"M_m02921c","spermidine monoaldehyde 1"
"M_dmhptcoa_m","2,6-Dimethylheptanoyl Coenzyme A"
"M_m01988c","glycocholate"
"M_m01722c","DNA-5-methylcytosine"
"M_m03152c","xanthurenate-8-O-beta-D-glucoside"
"M_m01855g","fucfucgalacglcgal14acglcgalgluside heparan sulfate"
"M_asnasnarg_c","Asparaginyl-Asparaginyl-Arginine"
"M_m00525c","1D-myo-inositol-1,4,5,6-tetrakisphosphate"
"M_m02087g","heparan sulfate, precursor 15"
"M_m02920c","spermidine dialdehyde"
"M_m00658m","2-methoxy-6-all trans-decaprenyl-2-methoxy-1,4-benzoquinol"
"M_napqi_r","NAPQI"
"M_m01987c","glycochenodeoxycholate"
"M_m00655p","2-hydroxyphytanoyl-CoA"
"M_m01721c","DNA"
"M_m01854g","fucfucgalacglc13galacglcgal14acglcgalgluside heparan sulfate"
"M_m03151c","xanthurenate"
"M_csasulp_c","cyclosporine-sulphate"
"M_m00788c","3-hydroxy-L-kynurenine"
"M_m02086g","heparan sulfate, precursor 14"
"M_m00522c","1D-myo-inositol-1,3,4,5-tetrakisphosphate"
"M_pheleu_c","Phenylalanyl-Leucine"
"M_m01853c","fucfucfucgalacglcgal14acglcgalgluside heparan sulfate"
"M_m01986c","glycine"
"M_m01720c","DNA containing guanine"
"M_m03150c","xanthosine-5-phosphate"
"M_m00656c","2-lysolecithin pool"
"M_m00789c","3-hydroxy-N6,N6,N6-trimethyl-L-lysine"
"M_m00523c","1D-myo-inositol-1,3,4,6-tetrakisphosphate"
"M_m02085g","heparan sulfate, precursor 13"
"M_m01852c","fucfucfucgalacglc13galacglcgal14acglcgalgluside heparan sulfate"
"M_m01985c","glycinamide"
"M_m02084g","heparan sulfate, precursor 12"
"M_m00653c","2-hydroxyglutarate"
"M_m00520c","1-deoxy-1-(N6-lysino)-D-fructose"
"M_m00786c","3-hydroxykynurenamine"
"M_docohxeth_s","Docosahexaenoyl Ethanolamide"
"M_tmuncoa_p","2,6,10-Trimethyl Undecanoyl Coenzyme A"
"M_m01984c","glycerone"
"M_m01851c","fucfuc132galacglcgal14acglcgalgluside heparan sulfate"
"M_gm1_hs_c","Ganglioside Gm1"
"M_m02083g","heparan sulfate, precursor 11"
"M_2dp6mobq_m","2-Decaprenyl-6-Methoxy-1,4-Benzoquinone"
"M_m00521c","1D-myo-inositol-1,3,4,5,6-pentakisphosphate"
"M_m00654c","2-hydroxyphenylacetate"
"M_m00787c","3-hydroxykynurenine-O-beta-D-glucoside"
"M_m02309g","keratan sulfate II biosynthesis, precursor 5"
"M_m01983c","glycerol"
"M_m01850c","fucacgalfucgalacglcgalgluside heparan sulfate"
"M_m02082g","heparan sulfate, precursor 10"
"M_m00784c","3-hydroxyisobutyrate"
"M_m00651c","2-hydroxyestrone-1-S-glutathione"
"M_m02308g","keratan sulfate II biosynthesis, precursor 4"
"M_m00785m","3-hydroxyisobutyryl-CoA"
"M_m02080l","heparan sulfate, free chain"
"M_m01982c","glycerate"
"M_m02081g","heparan sulfate, precursor 1"
"M_m00652c","2-hydroxyestrone-4-S-glutathione"
"M_glutacoa_m","Glutaconyl Coenzyme A"
"M_pcholpalm_hs_c","1-Palmitoylglycerophosphocholine"
"M_m00782m","3-hydroxyheptanoyl-CoA"
"M_m02307g","keratan sulfate II biosynthesis, precursor 3"
"M_m01981c","glyceraldehyde"
"M_proglnpro_c","Prolyl-Glutaminyl-Proline"
"M_1hibup_S_c","1-hydroxy S-ibuprofen"
"M_m01108c","5-hydroxy-N-formylkynurenine"
"M_m02306g","keratan sulfate II biosynthesis, precursor 2"
"M_m02439c","malate"
"M_m01980c","glutathionyl-leukotriene C4"
"M_m01109c","5-hydroxy-omeprazole"
"M_m00650c","2-hydroxyestrone"
"M_m00783c","3-hydroxyhexacosanoyl-CoA"
"M_m02305g","keratan sulfate II biosynthesis, precursor 10"
"M_m00780m","3-hydroxyheptadecanoyl-CoA"
"M_m02438c","m7G(5')pppR-RNA"
"M_glygn4_s","Glycogen, Structure 4 (Glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})"
"M_m01106c","5-hydroxykynurenine"
"M_m01239c","9-HETE"
"M_m02304g","keratan sulfate II biosynthesis, precursor 1"
"M_m02437c","m7G(5')pppRm-RNA (mRNA containing a 2'-O-methylpurine cap)"
"M_m01107c","5-hydroxy-L-tryptophan"
"M_m00781c","3-hydroxyheptanoyl-[ACP]"
"M_leuleutrp_c","Leucyl-Leucyl-Tryptophan"
"M_m02303g","keratan sulfate II (core 4-linked)"
"M_pcholn204_hs_c","1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4)"
"M_m02436c","m7G(5')pppm6Am (mRNA containing an N6,2'-O-dimethyladenosine cap)"
"M_glytyrlys_c","Glycyl-Tyrosyl-Lysine"
"M_m02569c","neuromedin N(1-4)"
"M_m01104c","5-hydroxyisourate"
"M_tyrleuarg_c","Tyrosyl-Leucyl-Arginine"
"M_m01237c","9-heptadecenoyl-CoA"
"M_m00039m","(2E)-decenoyl-CoA"
"M_alaglylys_c","Alanyl-Glycyl-Lysine"
"M_m02435c","m7G(5')pppAm"
"M_m02568c","neuromedin B"
"M_pe203_hs_c","1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3)"
"M_m01238c","9-heptadecylenic acid"
"M_argalathr_c","Arginyl-Alanyl-Threonine"
"M_m01105c","5-hydroxykynurenamine"
"M_m02302l","keratan sulfate II (core 4-linked), degradation product 4"
"M_m02567c","neuromedin B(4-10)"
"M_m02434c","m3gacpail_prot heparan sulfate"
"M_ibupcoa_S_c","ibuprofen-CoA-S form"
"M_m01102c","5-hydroxyindoleacetaldehyde"
"M_m01235c","9-eicosenoic acid"
"M_m01368c","ascorbate"
"M_m00037p","(24R,25R)3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA"
"M_m02301l","keratan sulfate II (core 4-linked), degradation product 3"
"M_m02699c","peptide-2-(3-carboxy-3-aminopropyl)-L-histidine"
"M_m02566c","neuromedin B(1-3)"
"M_m00038c","(2E)-decenoyl-[ACP]"
"M_m01236c","9-eicosenoyl-CoA"
"M_m01103c","5-hydroxyindoleacetate"
"M_m01369c","asparagine"
"M_m02433r","m3gacpail heparan sulfate"
"M_m02300l","keratan sulfate II (core 4-linked), degradation product 2"
"M_m02565c","neungc"
"M_pailste_hs_c","1-Stearoylglycerophosphoinositol"
"M_m00035c","(24R)-24,25-dihydroxycalciol"
"M_m01499l","cholesterol-ester-lin"
"M_m01100c","5-formyl-THF"
"M_m02432r","m3emgacpail heparan sulfate"
"M_m01233c","9-cis-retinoyl-beta-D-glucuronide"
"M_m01366c","argininosuccinate"
"M_m00168c","(R)-S-lactoylglutathione"
"M_m02697c","PE-PS-LD pool"
"M_m02564c","nervonic acid"
"M_am1a4ncs_c","AM1A4N (cyclosporine)"
"M_m02431r","m2gacpail heparan sulfate"
"M_m01234c","9-deoxy-delta12-PGD2"
"M_m01101c","5-guanidino-2-oxopentanoate"
"M_m01367c","arsenite"
"M_m00036m","(24R,25R)3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA"
"M_m00169c","(S)-2-aminobutanoate"
"M_m02563c","neocasomorphin"
"M_m00033c","(1S)-hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene"
"M_m02696c","PEP"
"M_m00166m","(R)-methylmalonyl-CoA"
"M_m01497l","cholesterol-ester-hexecose"
"M_m01231c","9-cis-retinoate"
"M_m01364c","arachidonyl-CoA"
"M_m02430r","m2emgacpail heparan sulfate"
"M_m00299c","11-hydroperoxy-H4-neuroprostane"
"M_m02695c","pentyl radical"
"M_m02562c","neocasomorphin (1-5)"
"M_m00034c","(1S,2R)-naphthalene 1,2-oxide"
"M_12dgr120_s","1,2-Diacyl-Sn-Glycerol (Didodecanoyl, N-C12:0)"
"M_m01498l","cholesterol-ester-laur"
"M_lineth_s","Linoleoyl Ethanolamide"
"M_m02561s","NEFA blood pool out"
"M_m01232c","9-cis-retinol"
"M_m01365c","arginine"
"M_m00167c","(R)-mevalonate"
"M_m02694c","pentanoyl-CoA"
"M_m01495l","cholesterol-ester-hepta"
"M_m01362c","arachidonate"
"M_m02560s","NEFA blood pool in"
"M_glntrpglu_c","Glutaminyl-Tryptophanyl-Glutamate"
"M_m00297c","11-HETE"
"M_dmhepcoa_m","2,6-Dimethyl Heptanoyl Coenzyme A"
"M_sphmyln1825_hs_c","Sm (D18:0/25:0), Sphingomyelin"
"M_m00031c","(1R)-hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene"
"M_m00164c","(R)-5-diphosphomevalonate"
"M_m00032c","(1R,2S)-naphthalene 1,2-oxide"
"M_hexde7coa_p","7-Hexadecenoyl Coenzyme A"
"M_m01496l","cholesterol-ester-hexacosa"
"M_m03019m","trans,cis-hexadeca-2,7-dienoyl-CoA"
"M_m01230c","9-cis-retinal"
"M_m01363c","arachidonyl-carnitine"
"M_argarglys_c","Arginyl-Arginyl-Lysine"
"M_m00298c","11-HpODE"
"M_m00165c","(R)-5-phosphomevalonate"
"M_m02693c","pentanoyl-[ACP]"
"M_m00295c","11-deoxycortisol"
"M_m00162c","(R)-3-hydroxypalmitoyl-[ACP]"
"M_glnhislys_c","Glutaminyl-Histidyl-Lysine"
"M_m01493l","cholesterol-ester-gamma-lin"
"M_nfdlac_c","lactone form of nifedipine"
"M_m01360c","apppA"
"M_pe14_hs_c","1-Myristoylglycerophosphoethanolamine (C14:0 Pe)"
"M_m03018c","trans,cis-2,9-eicosadienoyl-CoA"
"M_1331tacr_c","13,31-O-Didesmethyl-tacrolimus"
"M_pailpalm_hs_c","1-Palmitoylglycerophosphoinositol"
"M_hhxdcal_c","2-Hydroxyhexadecanal"
"M_phethrlys_c","Phenylalanyl-Threonyl-Lysine"
"M_3hsmv_c","3'-hydroxy-simvastatin-lactone form"
"M_m02692c","pentaglutamyl-folate(THF)"
"M_m00163c","(R)-4-phosphopantothenoyl-cysteine"
"M_pecgoncoa_r","Pseudoecgonyl Coenzyme A"
"M_m01494l","cholesterol-ester-heneico"
"M_3mglutr_c","3-Methyl-Glutarate"
"M_proargasp_c","Prolyl-Arginyl-Aspartate"
"M_m01361c","aquacob(III)alamin"
"M_m02919c","spermic acid 1"
"M_m02918c","S-palmitoylprotein"
"M_m03017c","trans,cis-2,8,11-eicosatrienoyl-CoA"
"M_tetdeca511ac_c","Cia-5,8, Tetradecadienoic Acid"
"M_CE5160_c","3-Oxo-Cis-9-Octadecenoyl Coenzyme A"
"M_m02691c","pentaglutamyl-folate(DHF)"
"M_m00030c","(1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol"
"M_m00296c","11h-14,15-EETA"
"M_m01719c","DNA containing 6-O-methylguanine"
"M_m00293c","11-dehydro-thromboxane B2"
"M_m00160c","(R)-3-hydroxydecanoyl-[ACP]"
"M_m01491l","cholesterol-ester-docosa"
"M_pcholn24_hs_c","1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24"
"M_m02917c","sorbitol-3-phosphate"
"M_m03149c","xanthosine"
"M_m03016c","trans,cis-2,17-hexacosadienoyl-CoA"
"M_valhisasn_c","Valyl-Histidyl-Asparagine"
"M_m02690c","pentadecylic acid"
"M_m01718c","D-myo-inositol-1,4,5-trisphosphate"
"M_m00294c","11-deoxycorticosterone"
"M_m00161c","(R)-3-hydroxyoctanoyl-[ACP]"
"M_m01492l","cholesterol-ester-eico"
"M_protrpthr_c","Prolyl-Tryptophanyl-Threonine"
"M_m02916c","somatostatin"
"M_m03148c","xanthine"
"M_m03015c","trans,cis-2,15-tetracosadienoyl-CoA"
"M_rsvgluc_r","rosuvastatin-glucuronide"
"M_m01717c","D-mannose-1,6-bisphosphate"
"M_m00291c","11-cis-retinol"
"M_m03147r","VLDL"
"M_m02915c","somatostatin fragment 3-14"
"M_m03014c","trans,cis-2,13-eicosadienoyl-CoA"
"M_m00518m","1-alpha,24R,25-trihydroxyvitamin D2"
"M_glypro_c","Glycylproline"
"M_deoxfvs_c","deoxy-fluvastatin-dinor"
"M_m01490l","cholesterol-ester-dihomo-gamma"
"M_m01716c","D-lactate"
"M_m00292c","11-cis-retinyl-palmitate"
"M_m01849c","fuc-3-isoLM1"
"M_allop_c","allopurinol"
"M_m03146l","VLDL remnant"
"M_m00519c","1-alpha,25-dihydroxyvitamin D2"
"M_m02914c","sn-glycerol-3-phosphate"
"M_m03013c","trans,cis-2,13-docosadienoyl-CoA"
"M_m01848c","fructoselysine-3-phosphate"
"M_m01715c","D-lactaldehyde"
"M_m03012c","trans,cis-2,11-eicosadienoyl-CoA"
"M_1513tacr_c","13,15-O-didesmethyl tacrolimus"
"M_m00649c","2-hydroxyestradiol-17beta"
"M_m02913c","sn-glycerol-3-PE"
"M_m03145c","vitamin K"
"M_m00516c","1-alkyl-2-lysoglycerol-3-phosphocholine"
"M_phetyrgln_c","Phenylalanyl-Tyrosinyl-Glutamine"
"M_m01714c","dITP"
"M_m00290c","11-cis-retinal"
"M_m01847c","fructoseglycine-ketone-3-phosphate"
"M_m03144c","vitamin K epoxide"
"M_m03011c","trans,cis-2,11-docosadienoyl-CoA"
"M_m02912c","sn-glycerol-3-PC"
"M_m02079l","heparan sulfate, degradation product 9"
"M_m01846c","fructoseglycine"
"M_m01979c","glutathionyl-3-hydroxykynurenine glucoside"
"M_m03010m","trans,cis,cis-2,9,12-octadecatrienoyl-CoA"
"M_m01713c","dithiothreitol"
"M_m03143c","vitamin E derivatives"
"M_leusertrp_c","Leucyl-Seryl-Tryptophan"
"M_thrphearg_c","Threonyl-Phenylalanyl-Arginine"
"M_m00514c","1-alkyl-2-acylglycerol"
"M_m02078l","heparan sulfate, degradation product 8"
"M_m00647c","2-hydroxy-3-phenylpropenoate"
"M_m02911c","sn-glycero-3-phospho-1-inositol"
"M_trpaspasp_c","Tryptophanyl-Aspartyl-Aspartate"
"M_m01712c","disialyl-T antigen"
"M_m01845c","fructose-6-phosphate"
"M_m01978c","glutathione episulfonium ion"
"M_m03142c","vitamin D3"
"M_m02077l","heparan sulfate, degradation product 7"
"M_m00648c","2-hydroxybutyrate"
"M_m00515c","1-alkyl-2-acylglycerophosphoethanolamine"
"M_m02910c","S-methyl-5-thio-D-ribulose-1-phosphate"
"M_m01977c","glutaryl-CoA"
"M_m01844c","fructose-3-phosphate"
"M_m01711c","disialylgalactosylgloboside"
"M_m03141c","vitamin D2"
"M_glutrpala_c","Glutamyl-Tryptophanyl-Alanine"
"M_m00645c","2-hydroxy-3-methoxyestrone"
"M_m00778c","3-hydroxyheneicosanoyl-CoA"
"M_m02076l","heparan sulfate, degradation product 6"
"M_m00512c","1-alkenyl-2-acylglycerol"
"M_m01710c","diphospho-myo-inositol-polyphosphate"
"M_m01843c","fructose-2,6-bisphosphate"
"M_m03140c","vitamin D derivatives"
"M_m01976m","glutamyl-5-phosphate"
"M_m00646c","2-hydroxy-3-oxopropanoate"
"M_m00513c","1-alkyl-2-acetyl-sn-glycerol"
"M_m00779c","3-hydroxyheptadecanoyl-[ACP]"
"M_m02075l","heparan sulfate, degradation product 5"
"M_2hatvlac_c","2-hydroxy-atorvastatin-lactone / ortho-hydroxy-atorvastatin lactone"
"M_m01842c","fructose-1-phosphate"
"M_m01975c","glutamine"
"M_m02074l","heparan sulfate, degradation product 4"
"M_6hlvstacid_c","6'-beta-hydroxy-lovastatin-acid form"
"M_m00510c","1-acylglycerol-VLDL pool"
"M_m00643c","2-hydroxy-3-(4-hydroxyphenyl)propenoate"
"M_m00776c","3-hydroxydocosanoyl-CoA"
"M_m01841c","fructose-1,6-bisphosphate"
"M_m01974c","glutamate"
"M_m02073l","heparan sulfate, degradation product 3"
"M_m00777c","3-hydroxyeicosanoyl-CoA"
"M_m00644c","2-hydroxy-3-methoxy-17beta-estradiol"
"M_m00511c","1-acyl-PE pool"
"M_trpiletrp_c","Tryptophanyl-Isoleucyl-Tryptophan"
"M_m01973c","glucuronate"
"M_m01840c","fructose"
"M_m02072l","heparan sulfate, degradation product 25"
"M_m00641c","2-hydroxy-17beta-estradiol-1-S-glutathione"
"M_m00774c","3-hydroxyacyl group of bacterial toxin"
"M_ndersv_c","N-desmethyl-rosuvastatin"
"M_m01972c","glucosylceramide pool"
"M_m02070l","heparan sulfate, degradation product 23"
"M_3octdeccrn_c","3-Hydroxyoctadecanoyl Carnitine"
"M_m02071l","heparan sulfate, degradation product 24"
"M_m00642c","2-hydroxy-17beta-estradiol-4-S-glutathione"
"M_m00775c","3-hydroxyanthranilate"
"M_CN0009_c","Benzo[A]Pyrene-2,3-Diol"
"M_am1alcs_c","AM1AL (cyclosporine)"
"M_C08276_c","3-(Methylthio)Propionate"
"M_cvm23gluc_r","cerivastatin-M23-glucuronide"
"M_pchol2palm_hs_c","2-Palmitoylglycerophosphocholine"
"M_m01971g","glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)"
"M_m00772c","3-deoxy-D-glycero-D-galacto-2-nonulosonic acid-9-phosphate"
"M_m00773m","3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA"
"M_m02429c","lysyl-proline"
"M_m01970g","glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)"
"M_6hmsmvacid_c","6'-beta-hydroxy-methyl-simvastatin-acid form"
"M_argphearg_c","Arginyl-Phenylalanine-Arginine"
"M_m00640c","2-deoxy-D-ribose-5-phosphate"
"M_m00770m","3-demethylubiquinol-10"
"M_m02428c","lysosomal-enzyme-N-acetyl-D-glucosaminyl-phospho-D-mannose"
"M_m01229c","9-cis-4-oxo-13,14-dihydro-retinoate"
"M_pe12_hs_c","1-Didecanoylglycerophosphoethanolamine (C12:0 Pe)"
"M_sphmyln18123_hs_c","Sm (D18:1/23:0), Sphingomyelin"
"M_pheasp_c","Phenylalanyl-Aspartate"
"M_m02427c","lysosomal-enzyme-D-mannose"
"M_m00771c","3-deoxy-D-glycero-D-galacto-2-nonulosonic acid"
"M_m02426c","lysine"
"M_m00029c","(18R)-hydroxy-(5Z,8Z,11Z,14Z,16E)-eicosapentaenoic acid"
"M_m02559c","N-carbamoyl-L-aspartate"
"M_m01227m","9-carboxy-gamma-chromanol"
"M_pcholar_hs_c","1-Arachidonoyl-Glycero-3-Phosphocholine"
"M_serargtrp_c","Seryl-Arginyl-Tryptophan"
"M_m02425c","L-xylulose"
"M_cysaspphe_c","Cystyl-Aspartyl-Phenylalanine"
"M_m01228m","9-carboxy-gamma-tocotrienol"
"M_decdicoa_c","Decadienoyl Coenzyme A"
"M_m02558m","N-arachidonoylglycine"
"M_CE2885_c","3,5,3,5-Tetraiodothyroacetate-Beta-D-Glucuronoside"
"M_2dodtricoa_m","2,6,9-Dodecatrienoyl Coenzyme A"
"M_m02424c","L-xylonate"
"M_m02557c","naphthalene-1,2-diol"
"M_m01225m","9-carboxy-alpha-chromanol"
"M_valval_c","Valyl-Valine"
"M_m01358c","apocytochrome-C"
"M_m00027p","(18E)-20-oxo-20-CoA-LTE4"
"M_hmcr_c","Homocitrulline"
"M_m02556c","naphthalene"
"M_m02423c","L-valyl-tRNA(val)"
"M_m00028c","(18R)-HEPE"
"M_m02689c","pentadecanoyl-CoA"
"M_m01226m","9-carboxy-alpha-tocotrienol"
"M_m01359c","apoE"
"M_m02422c","lumisterol 3"
"M_idl_hs_s","Intermediate Density Lipoprotein"
"M_proasncys_c","Prolyl-Asparaginyl-Cysteine"
"M_m00025c","(15Z)-tetracosenoyl-CoA"
"M_m02688c","pentadecanoylcarnitine"
"M_m02555c","NADPH"
"M_m01489l","cholesterol-ester-cis-vac"
"M_m01223c","9,11-cycloperoxy-5-hydroperoxy-(6E,14Z)-eicosadienoate"
"M_m01356c","apoC-lys"
