"SPECIE"	"SPECIE_NAME"	"TOTAL_PMID_SPECIE"
"M_m00751c"	"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al"	0
"M_m00884c"	"3-oxolinoleoyl-CoA"	0
"M_m00009c"	"(11Z,14Z)-eicosadienoyl-CoA"	0
"M_c6dc_c"	"Adipoyl Carnitine"	0
"M_m02406c"	"L-lyxonate"	1
"M_m02539c"	"N-acetylmannosamine-6-phosphate"	17
"M_m01207c"	"8,11-eicosadienoic acid"	0
"M_m00881c"	"3-oxohexanoyl-[ACP]"	0
"M_m00882m"	"3-oxohexanoyl-CoA"	3
"M_m02405c"	"L-lysyl-tRNA(lys)"	0
"M_sertrphis_c"	"Seryl-Tryptophanyl-Histidine"	0
"M_m01208c"	"8,9-DHET"	0
"M_3hivac_c"	"3-Hydroxyisovaleric Acid"	0
"M_m02404c"	"L-leucyl-tRNA(leu)"	0
"M_m00008c"	"(11Z,14Z)-eicosadienoic acid"	0
"M_arggluglu_c"	"Arginyl-Glutamyl-Glutamate"	0
"M_argalaala_c"	"Arginyl-Alanyl-Alanine"	0
"M_m01339c"	"androsterone-glucuronide"	47
"M_m00880c"	"3-oxohexadecanoyl-[ACP]"	0
"M_m00005c"	"(11R)-HPETE"	0
"M_3tdcrn_c"	"3-Hydroxy-Tetradecanoyl Carnitine"	0
"M_m01203c"	"8(S)-HPETE"	0
"M_m02401c"	"L-isoleucyl-tRNA(ile)"	0
"M_m01337c"	"androsterone sulfate"	25
"M_phelysala_c"	"Phenylalanyl-Lysyl-Alanine"	0
"M_m00003c"	"(10Z)-heptadecenoic acid"	0
"M_m02799c"	"prostaglandin-PGE2-3-glyceryl ester"	0
"M_m00269c"	"10-formyl-THF-glu(7)"	0
"M_m02533m"	"N-acetyl-L-cystathionine"	0
"M_3docopencoa_m"	"3,7,10,13,16-Docosapentenoyl Coenzyme A"	0
"M_dgcholcoa_p"	"Chenodeoxyglycocholoyl Coenzyme A"	0
"M_3hexdtetcoa_m"	"3,7,10,13-Hexadecatetraenoyl Coenzyme A"	0
"M_m01468l"	"cholesterol-ester-5,8,11,14,17-eico"	0
"M_m01202c"	"8(S)-HETE"	0
"M_acmpglut_c"	"acetaminophen-glutathione-conjugate"	20
"M_m02531c"	"N-acetyl-L-asparagine"	12
"M_m02797c"	"prostaglandin-PGB2-glyceryl ester"	0
"M_m01465l"	"cholesterol-ester-15-tetra"	0
"M_m01599c"	"cob(II)alamin"	0
"M_m01332c"	"aminoacetone"	54
"M_am4n9cs_c"	"AM4N9 (cyclosporine)"	0
"M_m00267c"	"10-formyl-THF-glu(5)"	0
"M_m00134c"	"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA"	0
"M_m02530c"	"N-acetyl-L-alanine"	0
"M_m01466l"	"cholesterol-ester-4,7,10,13,16,19-doco"	0
"M_m01333c"	"aminochrome-O-semiquinone"	0
"M_m00268c"	"10-formyl-THF-glu(6)"	0
"M_m00135c"	"(9Z,12Z,15Z,18Z,21Z)-TPA"	0
"M_lysargleu_c"	"Lysyl-Arginyl-Leucine"	0
"M_m02662c"	"oxalosuccinate"	9
"M_c3dc_c"	"Malonyl Carnitine"	0
"M_4hexdtricoa_m"	"4,7,10-Hexadecatrienoyl Coenzyme A"	0
"M_m00265c"	"10,13,16-docosatriynoic acid"	0
"M_m00132c"	"(9Z,12Z,15Z,18Z)-TTA"	6
"M_tripvs_c"	"triol metabolite of pravastatin"	0
"M_6hsmv_c"	"6'-beta-hydroxy simvastatin lactone"	0
"M_trpsertyr_c"	"Tryptophanyl-Seryl-Tyrosine"	0
"M_m01331c"	"alpha-tocotrienoxyl radical"	0
"M_m00399c"	"16alpha-hydroxydehydroepiandrosterone"	35
"M_m00266c"	"10-formyl-THF"	0
"M_m00133c"	"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine"	0
"M_m00130c"	"(9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine"	0
"M_m02793c"	"prostaglandin H1"	0
"M_thrilearg_c"	"Threonyl-Isoleucyl-Arginine"	0
"M_m01461l"	"cholesterol-ester-13,16-docosa"	0
"M_m03119c"	"urate radical"	0
"M_m02660c"	"orotidine-5-phosphate"	69
"M_m00396c"	"16(R)-HETE"	0
"M_m01462l"	"cholesterol-ester-13-docose"	0
"M_5ohfvsglu_c"	"5-hydroxy-fluvastatin-glucuronide"	0
"M_m01594c"	"CMP-N-trimethyl-2-aminoethylphosphonate"	0
"M_CE5117_m"	"(3E,5Z,8Z)-Tetradecatrienoyl Coenzyme A"	0
"M_m00264c"	"10,13,16-docosatrienoyl-CoA"	0
"M_m00131c"	"(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA"	0
"M_m02792c"	"prostaglandin G2"	53
"M_m00394c"	"15-oxo-lipoxin A4"	0
"M_CE4790_m"	"(3S)-3-Hydroxy-Cis-8-Tetradecenoyl Coenzyme A"	0
"M_m01593c"	"CMP-neuNGc"	5
"M_m00262c"	"10,13,16,19-docosatetraenoyl-CoA"	0
"M_trpprogly_c"	"Tryptophanyl-Prolyl-Glycine"	0
"M_trpglyval_c"	"Tryptophanyl-Glycyl-Valine"	0
"M_m03116c"	"undecanoyl-CoA"	0
"M_m02790c"	"prostaglandin F2beta"	8
"M_m00392c"	"15-keto-prostaglandin F2alpha"	0
"M_trpmetval_c"	"Tryptophanyl-Methionyl-Valine"	0
"M_m01591c"	"CMP-2-aminoethylphosphonate"	0
"M_m00393c"	"15-oxoETE"	0
"M_15kprostgf2_c"	"15-Keto-Prostaglandin F2A"	0
"M_ileasp_c"	"Isolecyl-Aspartate"	0
"M_6msmv_r"	"6'-exomethylene-simvastatin-lactone form"	0
"M_cysacmp_c"	"cysteine-conjugate-acetaminophen"	0
"M_m01949c"	"GDP-4-dehydro-6-deoxy-D-mannose"	8
"M_m00390c"	"15H-11,12-EETA"	0
"M_3hdececrn_c"	"3-Hydroxyhexadecenoylcarnitine"	0
"M_m00617p"	"25(S)DHCA-CoA"	0
"M_m00618m"	"25(S)THCA-CoA"	0
"M_m01947c"	"GD3"	0
"M_m02179c"	"iso-A2E(9-cis)"	0
"M_hisprolys_c"	"Histidyl-Prolyl-Lysine"	0
"M_lst4exp_c"	"Losartan-E3174/ losartan-M6"	0
"M_m00748m"	"3alpha,7alpha,12alpha-trihydroxy-5beta-24-oxocholestanoyl-CoA"	0
"M_m02178c"	"iso-A2E(9,13-di-cis)"	0
"M_m01946c"	"GD2"	0
"M_m00616c"	"25(R)THCA-CoA"	0
"M_5ohhexa_c"	"5-Hydroxyhexanoic Acid"	0
"M_m00749m"	"3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA"	0
"M_leuval_c"	"Leucyl-Valine"	0
"M_m02177c"	"iso-A2E(13-cis)"	0
"M_m00746m"	"3alpha,7alpha,12alpha,24(S)-tetrahydroxy-5beta-cholestan-27-al"	0
"M_ptvstgluc_r"	"pitavastatin-glucuronide"	0
"M_trpthrile_c"	"Tryptophanyl-Threonyl-Isoleucine"	0
"M_m00614c"	"25(R)DHCA-CoA"	0
"M_m02176c"	"iso-A2E(11-cis)"	0
"M_m01943c"	"GD1b"	0
"M_3thexddcoa_c"	"3-Hydroxy Trans7,10-Hexadecadienoyl Coenzyme A"	0
"M_m00611c"	"24-oxo-1alpha,23,25-trihydroxyvitamin D3"	4
"M_m00612c"	"24-oxo-1alpha,25-dihydroxyvitamin D3"	6
"M_m00878c"	"3-oxohexacosanoyl-CoA"	0
"M_3octdec2crn_c"	"3-Hydroxyoctadecadienoylcarnitine"	0
"M_m01941c"	"GD1a"	0
"M_C03968_c"	"1-Alkyl-Sn-Glycerol 3-Phosphate"	0
"M_2hexdtricoa_m"	"2,7,10-Hexadecatrienoyl Coenzyme A"	0
"M_m01940c"	"GAR"	23
"M_dmnoncoa_c"	"4,8-Dimethylnonanoyl Coenzyme A"	0
"M_m02172c"	"inositol-1,3-bisphosphate"	6
"M_m00740c"	"3,5-dioxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA"	0
"M_rsv_c"	"rosuvastatin"	0
"M_m00741c"	"3,5-dioxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA"	0
"M_metglyarg_c"	"Methionyl-Glycyl-Arginine"	0
"M_m02529c"	"N-acetylglucosamine-6-phosphate"	27
"M_hiscyscys_c"	"Histidyl-Cystyl-Cysteine"	0
"M_m02528c"	"N-acetylglucosamine-1-phosphate"	33
"M_m00872c"	"3-oxoeicosanoyl-CoA"	0
"M_m01328c"	"alpha-tocopheryl hydroquinone"	0
"M_m02526c"	"N-acetylgalactosamine-1-phosphate"	5
"M_tsacmgluc_c"	"thiomethyl-sulphoxide-acetaminophen-glucuronide"	0
"M_hisphearg_c"	"Histidyl-Phenylalanyl-Arginine"	0
"M_m00128c"	"(9E)-tetradecenoic acid"	83
"M_CE2884_c"	"3,5-Diiodothyroacetate"	0
"M_m02523c"	"N-acetyl-D-glucosaminylphosphatidylinositol"	0
"M_3mtp_c"	"3-Methyl-Thio-Propionate"	0
"M_m00126c"	"(9E)-octadecenoylcarnitine"	0
"M_m02655c"	"O-phospho-L-homoserine"	37
"M_m02522c"	"N-acetyl-D-glucosaminyldiphosphodolichol"	0
"M_3octpencoa_m"	"3,6,9,12,15-Octadecapentenoyl Coenzyme A"	0
"M_vanilpyr_c"	"Vanilpyruvic Acid"	0
"M_m01458l"	"cholesterol-ester-11-eico"	0
"M_m01325c"	"alpha-hydroxyisocaproic acid"	0
"M_slfcys_c"	"S-Sulfo-L-Cysteine"	89
"M_ptvst_c"	"pitavastatin"	0
"M_m02521c"	"N-acetyl-beta-D-glucosaminylamine"	1
"M_m02654c"	"O-methylhippurate"	26
"M_m02787c"	"prostaglandin E3"	79
"M_m01589c"	"CL pool"	0
"M_m00124c"	"(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine"	0
"M_m02520c"	"N-acetyl-5-methoxykynuramine"	25
"M_m01456l"	"cholesterol-ester-11,14-eicosa"	0
"M_m01323c"	"alpha-D-mannosyl-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol"	0
"M_m00258c"	"10,11-dihydro-LTB4-CoA"	0
"M_m00125c"	"(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA"	0
"M_m01320c"	"alpha-[3-[(hydroxymethyl)nitrosoamino]propyl]-3-pyridinemethanol"	0
"M_34dhpe_c"	"3,4-Dihydroxyphenylethanol"	0
"M_leutyrtyr_c"	"Leucyl-Tyrosyl-Tyrosine"	0
"M_m02784c"	"prostaglandin D3"	9
"M_m01454l"	"cholesterol-ester-10-hepta"	0
"M_m01586c"	"cis-vaccenoyl-CoA"	0
"M_m00123c"	"(8Z,11Z)-eicosadienoyl-CoA"	0
"M_m01585c"	"cis-vaccenic acid"	62
"M_m01451c"	"cholesterol-ester pool"	0
"M_proleuarg_c"	"Prolyl-Leucyl-Arginine"	0
"M_m00253c"	"10,11-dihydro-12-oxo-LTB4"	0
"M_m00120c"	"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine"	0
"M_m02782c"	"prostaglandin D1"	2
"M_m01584c"	"cis-gondoic acid"	25
"M_leutrparg_c"	"Leucyl-Tryptophanyl-Arginine"	0
"M_m00121c"	"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA"	0
"M_m02781c"	"prostaglandin C2"	0
"M_m02780c"	"prostaglandin C1"	0
"M_m00382c"	"15-deoxy-delta-12,14-PGD2"	0
"M_m01581c"	"cis-beta-D-glucosyl-2-hydroxycinnamate"	0
"M_m00250c"	"1,4-dihydroxynaphthalene"	28
"M_adpcoa_c"	"Adipoyl Coenzyme A"	0
"M_m00380c"	"15(S)-HPETE"	0
"M_m00607c"	"23S,25,26-trihydroxyvitamin D3"	0
"M_m00381c"	"15-dehydro-prostaglandin D2"	0
"M_m01805c"	"farnesylcysteine"	0
"M_tmacmp_c"	"thiomethyl-conjugate-acetaminophen"	0
"M_m00609c"	"24,25-dihydrolanosterol"	44
"M_vanillac_c"	"Vanil-Lactate"	0
"M_m00608c"	"23s,25-dihydroxyvitamin D3"	13
"M_pecgon_r"	"Pseudoecgonine"	0
"M_trpglyleu_c"	"Tryptophanyl-Glycyl-Leucine"	0
"M_m01804c"	"FAICAR"	9
"M_m00605c"	"21-hydroxypregnenolone"	5
"M_m00738c"	"3,5-diiodo-L-thyronine-beta-D-glucuronoside"	0
"M_m02168c"	"indole-3-acetaldehyde"	52
"M_m01803c"	"FADH2"	76
"M_m03100c"	"tyramine-O-sulfate"	4
"M_m00603c"	"21-deoxycortisol"	0
"M_m01934c"	"gamma-linolenoyl-CoA"	0
"M_m02033c"	"GT3"	0
"M_argvalcys_c"	"Arginyl-Valyl-Cysteine"	0
"M_m01933c"	"gamma-linolenoylcarnitine"	0
"M_glntyrleu_c"	"Glutaminyl-Tyrosyl-Leucine"	0
"M_m01099c"	"5-formiminotetrahydrofolate"	0
"M_m00734c"	"3,5,3-triiodothyronine-4-sulfate"	32
"M_m00867c"	"3-oxododecanoyl-[ACP]"	0
"M_asntyrgly_c"	"Asparaginyl-Tyrosyl-Glycine"	0
"M_aspglutrp_c"	"Aspartyl-Glutamyl-Tryptophan"	0
"M_m02165c"	"imidazole-4-acetaldehyde"	3
"M_m02032c"	"GT2"	0
"M_35dhpvs_c"	"3'-alpha,5'beta-dihydroxy-pravastatin / 3'-alpha5'beta6'beta-trihydroxy pravastatin"	0
"M_m00868m"	"3-oxododecanoyl-CoA"	0
"M_m01931c"	"gamma-L-glutamyl-L-alpha-aminobutyrate"	0
"M_m01097c"	"5-carboxy-gamma-chromanol"	0
"M_m00865c"	"3-oxo-docosa-cis,cis,cis-10,13,16-trienoyl-CoA"	0
"M_trpphe_c"	"Tryptophanyl-Phenylalanine"	0
"M_m00732c"	"3,5,3,5-tetraiodo-L-thyronine-beta-D-glucuronoside"	0
"M_ethmalcoa_c"	"Ethylmalonyl Coenzyme A"	0
"M_m02163c"	"III3Fuc-nLc4Cer"	0
"M_m02030c"	"GT1b"	0
"M_m01930c"	"gamma-L-glutamyl-L-alanine"	0
"M_m01098c"	"5-deoxyadenosine"	0
"M_m00999c"	"4-hydroxy-E4-neuroprostane"	0
"M_m00733c"	"3,5,3-triiodo-L-thyronine-beta-D-glucuronoside"	0
"M_m00866c"	"3-oxodocosanoyl-CoA"	0
"M_m01095c"	"5beta-cholestane-3alpha,7alpha-diol"	14
"M_tacr_c"	"Tacrolimus"	0
"M_m00996c"	"4-hydroxybenzoyl-CoA"	0
"M_m01096m"	"5-carboxy-alpha-chromanol"	0
"M_m00731c"	"3,4-epoxynonanal"	0
"M_phetyrlys_c"	"Phenylalanyl-Tyrosinyl-Lysine"	0
"M_m01093c"	"5beta-cholestane-3alpha,7alpha,26-triol"	2
"M_crglz_c"	"carboxy-gliclazide"	0
"M_m02518c"	"N8-acetylspermidine"	42
"M_m01094c"	"5beta-cholestane-3alpha,7alpha,27-triol"	0
"M_m01091c"	"5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol"	0
"M_3ohsubcoa_p"	"3-Hydoxy-Suberyl Coenzyme A"	0
"M_3hpvscoa_c"	"3'-S-hydroxy-pravastatin-CoA"	0
"M_ileargile_c"	"Isoleucyl-Arginyl-Isoleucine"	0
"M_m00992c"	"4-hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone"	0
"M_m01318c"	"alpha-(1,2-dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde"	0
"M_m01092c"	"5beta-cholestane-3alpha,7alpha,12alpha,27-tetraol"	7
"M_m01319c"	"alpha-[3-(nitrosoamino)propyl]-3-pyridinemethanol"	0
"M_m00993c"	"4-hydroxy-all-trans-retinoate"	16
"M_prohis_c"	"Prolyl-Histidine"	0
"M_lyslyslys_c"	"Lysyl-Lysyl-Lysine"	0
"M_m02648c"	"omega-3-arachidonic acid"	0
"M_ocde9ecoa_p"	"9-Octadecenoyl Coenzyme A"	0
"M_m00118c"	"(7Z)-tetradecenoyl-CoA"	0
"M_m01316c"	"all-trans-decaprenyl-diphosphate"	0
"M_m01449c"	"cholestenol"	10
"M_m01090c"	"5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol"	7
"M_m02514c"	"N4-acetylaminobutanal"	1
"M_m00119c"	"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA"	0
"M_m01317c"	"alpha tubulin"	0
"M_trpproleu_c"	"Tryptophanyl-Prolyl-Leucine"	0
"M_arghisthr_c"	"Arginyl-Histidyl-Threonine"	0
"M_m02779c"	"prostaglandin B2"	28
"M_glnhishis_c"	"Glutaminyl-Histidyl-Histidine"	0
"M_m01447c"	"cholest-5-ene-3beta,7alpha,25-triol"	4
"M_m02645c"	"O-D-mannosylprotein"	0
"M_m02778c"	"prostaglandin B1"	26
"M_6bhglzglc_c"	"6-beta-OH-gliclazide-glucuronide"	0
"M_m00117c"	"(7Z)-tetradecenoic acid"	0
"M_m01448c"	"cholest-5-ene-3beta,7alpha,27-triol"	1
"M_m02644c"	"octanoyl-CoA"	88
"M_m01312c"	"allantoate"	69
"M_m00247c"	"1,3-bisphospho-D-glycerate"	0
"M_m00114c"	"(6Z,9Z,12Z,15Z,18Z,21Z)-THA"	0
"M_m02643c"	"octanoyl-[ACP]"	0
"M_m01578c"	"cis-2-hydroxycinnamate"	0
"M_m01446c"	"cholest-5-ene-3beta,7alpha,24(S)-triol"	0
"M_serargala_c"	"Seryl-Arginyl-Alanine"	0
"M_m02775c"	"propinol adenylate"	0
"M_3hexdcrn_c"	"3-Hydroxyhexadecanoylcarnitine"	0
"M_m00245c"	"1,2-dihydroxy-5-(methylthio)pent-1-en-3-one"	0
"M_m02641c"	"octanoate radical"	0
"M_c4dc_c"	"Succinyl Carnitine"	0
"M_m01311c"	"alkyl-glycerone-3-phosphate"	0
"M_m01444c"	"chloroacetyl chloride"	0
"M_m00379c"	"15(S)-HpEPE"	0
"M_m00246c"	"1,2-naphthoquinone"	0
"M_m00113c"	"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA"	0
"M_m02640c"	"octadecenoylcarnitine(7)"	1
"M_m02773c"	"propanoyl-[ACP]"	0
"M_metmetile_c"	"Methionyl-Methionyl-Isoleucine"	0
"M_m01575m"	"cis,cis-3,6-dodecadienoyl-CoA"	0
"M_m00243c"	"1,2-dihydronaphthalene-1,2-diol"	35
"M_m00376c"	"15(S)-HEPE"	0
"M_m00110c"	"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA"	0
"M_hisglu_c"	"Histidyl-Glutamate"	0
"M_m00377c"	"15(S)-HETE"	0
"M_m00244c"	"1,2-dihydroxy-3,4-epoxy-1,2,3,4-tetrahydronaphthalene"	0
"M_m00111c"	"(6Z,9Z,12Z,15Z,18Z)-TPA"	0
"M_aspmetasp_c"	"Aspartyl-Methionyl-Aspartate"	0
"M_m00241s"	"1,2-diacylglycerol-VLDL pool"	0
"M_cysgluhis_c"	"Cystyl-Glutamyl-Histidine"	0
"M_m00374c"	"15(R)-HETE"	2
"M_metglntyr_c"	"Methionyl-Glutaminyl-Tyrosine"	0
"M_m01572c"	"cinnavalininate"	0
"M_leupro_c"	"Leucyl-Proline"	0
"M_m00242c"	"1,2-dibromoethane"	0
"M_m01571c"	"cimetidine"	0
"M_tyrthr_c"	"Tyrosyl-Threonine"	0
"M_m00240c"	"1,2-diacylglycerol-LD-TAG pool"	0
"M_m02029c"	"GT1aalpha"	0
"M_argglupro_c"	"Arginyl-Glutamyl-Proline"	0
"M_m02028c"	"GT1a"	0
"M_thrasntyr_c"	"Threonyl-Asparaginyl-Tyrosine"	0
"M_2docopencoa_m"	"2,7,10,13,16-Docosapentenoyl Coenzyme A"	0
"M_m00371c"	"14-hydroxytetradecanoic acid"	0
"M_m01928c"	"gamma-glutamylglutathione"	0
"M_m10005c"	"fatty acid pool"	0
"M_m01929c"	"gamma-hydroxy-3-pyridinebutanoate"	0
"M_m10006c"	"1-acylglycerol-3P pool"	0
"M_2h3mv_c"	"2-Hydroxy-3-Methyl-Valerate"	0
"M_CN0011_c"	"Benzo[A]Pyrene-9,10-Diol"	0
"M_m10007c"	"acyl-CoA pool"	0
"M_serlyshis_c"	"Seryl-Lysyl-Histidine"	0
"M_glnlystrp_c"	"Glutaminyl-Lysyl-Tryptophan"	0
"M_m01926s"	"gamma-glutamyl-beta-cyanoalanine"	0
"M_m02024c"	"GQ1balpha"	0
"M_m00726c"	"3,4-dihydroxymandelaldehyde"	14
"M_m00859c"	"3-oxo-dihomo-gamma-linolenoyl-CoA"	0
"M_m01925s"	"gamma-glutamyl-3-aminopropiononitrile"	0
"M_CN0010_c"	"Benzo[A]Pyrene-4,5-Diol"	0
"M_m02023c"	"GQ1b"	0
"M_m01924c"	"gamma-CEHC-glucuronide"	0
"M_m00727c"	"3,4-dihydroxymandelate"	71
"M_tridcoa_m"	"Tridecanoyl Coenzyme A"	1
"M_m02155c"	"hyodeoxycholate"	0
"M_m01923c"	"gamma-carboxyethyl-hydroxychroman"	48
"M_m01089c"	"5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol"	2
"M_m00724c"	"3,4-dihydro-3-hydroxy-4-S-glutathionyl bromobenzene"	0
"M_m00857c"	"3-oxodecanoyl-[ACP]"	0
"M_tyrphetyr_c"	"Tyrosyl-Phenylalanyl-Tyrosine"	0
"M_decdicrn_c"	"Decadienoyl Carnitine"	0
"M_m02020r"	"gpi heparan sulfate"	0
"M_m00725m"	"3,4-dihydroxy-5-all-trans-decaprenylbenzoate"	0
"M_m00858m"	"3-oxodecanoyl-CoA"	0
"M_ocdcaACP_c"	"Octadecanoyl-ACP (N-C18:0ACP)"	0
"M_vallystyr_c"	"Valyl-Lysyl-Tyrosine"	0
"M_m01087c"	"5beta-cholestane-3alpha,7alpha,12alpha,24s,25-pentol"	3
"M_m00722c"	"3,3-diiodo-L-thyronine-beta-D-glucuronoside"	0
"M_m00855c"	"3-oxo-cis,cis-7,10-hexadecadienoyl-CoA"	0
"M_histrphis_c"	"Histidyl-Tryptophanyl-Histidine"	0
"M_m02153c"	"hydroxy-nifedipine"	0
"M_glnlyslys_c"	"Glutaminyl-Lysyl-Lysine"	0
"M_m00989c"	"4-hydroxy-2-oxoglutarate"	18
"M_m01088c"	"5beta-cholestane-3alpha,7alpha,12alpha,25,27-pentol"	7
"M_m00856c"	"3-oxo-cis-15-tetracosaenoyl-CoA"	0
"M_2decdicoa_m"	"2,7-Decadienoyl Coenzyme A"	0
"M_m02152c"	"hydroxymethylglutathione"	21
"M_m00853p"	"3-oxo-all-cis-6,9,12,15,18-tetracosapentaenoyl-CoA"	0
"M_m10010c"	"S-[(2E,6E)-farnesyl]-L-cysteine methyl ester"	3
"M_m01085c"	"5beta-cholestane-3alpha,7alpha,12alpha,23,25-pentol"	0
"M_docohepcoa_m"	"2,4,7,10,13,16,19-Docosaheptenoyl Coenzyme A"	0
"M_m00720c"	"3,3-diiodo-L-thyronine"	78
"M_m02151c"	"hydroxymethylbilane"	42
"M_3ddecdicoa_m"	"3,6-Dodecadienoyl Coenzyme A"	0
"M_m10011c"	"N-formyl-L-glutamate"	0
"M_m01086c"	"5beta-cholestane-3alpha,7alpha,12alpha,24r,25-pentol"	0
"M_m00987c"	"4-hydroxy-17beta-estradiol-2-S-glutathione"	0
"M_m00854c"	"3-oxo-cis,cis-5,8-tetradecadienoyl-CoA"	0
"M_m01083c"	"5beta-cholestan-7alpha,24(S)-diol-3-one"	0
"M_m00984c"	"4-hydroperoxy-H4-neuroprostane"	0
"M_m01084c"	"5beta-cholestan-7alpha,27-diol-3-one"	0
"M_m00985c"	"4-hydroxy-1-(3-pyridinyl)-1-butanone"	0
"M_fvscoa_c"	"fluvastatin-CoA form"	0
"M_m01081c"	"5beta-cholestan-7alpha,12alpha,24(S)-triol-3-one"	0
"M_m00982c"	"4-coumaroyl-CoA"	41
"M_octdececrn_c"	"Octadecenoyl Carnitine (Hypothetical, Position Of Double Bond Unknown)"	0
"M_m02639c"	"octadecenoylcarnitine(5)"	0
"M_m01082c"	"5beta-cholestan-7alpha,12alpha,27-triol-3-one"	0
"M_m02506c"	"N1-methyl-4-pyridone-5-carboxamide"	0
"M_hisargser_c"	"Histidyl-Arginyl-Serine"	0
"M_m00983c"	"4-hydroperoxy-2-nonenal"	0
"M_m02505c"	"N1-methyl-2-pyridone-5-carboxamide"	0
"M_m01439l"	"chitobiose"	81
"M_m00108c"	"(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA"	0
"M_2hexdtetcoa_m"	"2,7,10,13-Hexadecatetraenoyl Coenzyme A"	0
"M_m01080c"	"5beta-cholestan-3alpha,7alpha,24(S)-triol"	0
"M_m02504c"	"N1-acetylspermine"	48
"M_m00109c"	"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine"	0
"M_m02636c"	"ocosatetraenoylcarnitine"	0
"M_m00239c"	"1,2-diacylglycerol-LD-SM pool"	0
"M_m00106c"	"(6Z,9Z)-octadecadienoyl-CoA"	0
"M_m01437c"	"chitin"	0
"M_m02635c"	"O-butanoylcarnitine"	1
"M_m02502c"	"N1,N8-diacetylspermidine"	0
"M_m02768c"	"procollagen-L-lysine"	0
"M_m00107c"	"(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine"	0
"M_m01305c"	"AIR"	25
"M_m01438c"	"chitin-component"	0
"M_ptvstm13_c"	"pitavastatin-M13"	0
"M_m02501c"	"N1,N12-diacetylspermine"	45
"M_m02767c"	"procollagen-5-hydroxy-L-lysine"	0
"M_m01302c"	"aflatoxin Q1"	0
"M_m00237c"	"1,2-diacylglycerol-LD-PI pool"	0
"M_m02500c"	"N,N-dimethylindoliumolate"	0
"M_3amp_l"	"3-Adenosine Monophosphate"	0
"M_tdec4ecoa_m"	"Trans4Decenoyl Coenzyme A"	0
"M_m00238c"	"1,2-diacylglycerol-LD-PS pool"	0
"M_m00105c"	"(6Z,9Z)-octadecadienoylcarnitine"	0
"M_m02899m"	"S-glutaryldihydrolipoamide"	0
"M_m02632c"	"O2-4a-cyclic-tetrahydrobiopterin"	0
"M_m02765c"	"previtamin D3"	0
"M_m02898c"	"S-farnesyl-protein"	0
"M_pvsgluc_c"	"pravastatin glucuronide"	0
"M_m01300c"	"aflatoxin M1"	0
"M_lnlncacrn_c"	"Alpha-Linolenyl Carnitine"	0
"M_m00235c"	"1,2-diacylglycerol-LD-PC pool"	0
"M_m00102c"	"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine"	0
"M_3ohglutac_c"	"3-Hydroxy-Glutarate"	0
"M_m02764c"	"presqualene-PP"	21
"M_hisglugln_c"	"Histidyl-Glutamyl-Glutamine"	0
"M_m01699c"	"dihydroceramide pool"	0
"M_CE2313_c"	"4,4-Dimethylcholesta-8(9),14-Dien-3Beta-Ol"	0
"M_m01301c"	"aflatoxin M1-8,9-epoxide"	0
"M_m01434c"	"chenodeoxycholoyl-CoA"	0
"M_m00236c"	"1,2-diacylglycerol-LD-PE pool"	0
"M_m00103c"	"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA"	0
"M_fucfucgalacglcgalgluside_hs_c"	"Leb Glycolipid"	0
"M_m01698c"	"dihydrobiopterin"	0
"M_m01431c"	"ceramide-1P pool"	0
"M_cystyrasn_c"	"Cystyl-Tyrosyl-Asparagine"	0
"M_m00499c"	"1-acylglycerol-3P-stea"	0
"M_6hddopaqn_c"	"6-Hydroxydopamine-Quinone"	0
"M_m01697c"	"dihomo-gamma-linolenoyl-CoA"	0
